Fecha,Departamento,Municipio,Dia,Hora,Barrio,Zona,Clase_de_sitio,Arma_empleada,Movil_Agresor,Movil_Victima,Edad,Sexo,Estado_civil,Pais_nacimiento,Clase_de_empleado,Profesion,Escolaridad,Codigo_DANE,Cantidad
01/08/2018 12:00:00 AM,NORTE DE SANTANDER,VILLA DEL ROSARIO,Miércoles,6:20:00,VILLA ANTIGUA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR MOTOCICLETA,33,MASCULINO,CASADO,VENEZUELA,DESEMPLEADO,-,SECUNDARIA,54874000,1
01/08/2018 12:00:00 AM,PUTUMAYO,MOCOA (CT),Miércoles,17:20:00,VDA. ALTO AFAN,RURAL,ZONA SELVÁTICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,86001000,1
01/08/2018 12:00:00 AM,QUINDÍO,ARMENIA (CT),Miércoles,18:32:00,SANTANDER,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,63001000,1
01/08/2018 12:00:00 AM,RISARALDA,DOSQUEBRADAS,Miércoles,18:40:00,LOS PINOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,66170000,1
01/08/2018 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Miércoles,20:00:00,MUTUALIDAD,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,68001000,1
01/08/2018 12:00:00 AM,SUCRE,GUARANDA,Miércoles,13:00:00,CGTO. DIAZGRANADOS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,70265000,1
01/08/2018 12:00:00 AM,VALLE,CALI (CT),Miércoles,20:21:00,UNION DE VIVIENDA POPULAR E16,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
01/08/2018 12:00:00 AM,VALLE,CALI (CT),Miércoles,1:04:00,JORGE ELIECER GAITAN E6,URBANA,RIOS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
01/08/2018 12:00:00 AM,VALLE,CALI (CT),Miércoles,15:19:00,CIUDADELA FLORALIA E6,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
01/08/2018 12:00:00 AM,VALLE,GUADALAJARA DE BUGA,Miércoles,6:20:00,JOSE MARIA CABAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76111000,1
01/08/2018 12:00:00 AM,VALLE,TULUÁ,Miércoles,22:10:00,Municipal,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,NO REPORTADO,76834000,1
02/08/2018 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,10:25:00,VDA. TIERRADENTRO,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5088000,1
02/08/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,11:00:00,EL SOCORRO C-13,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,1
02/08/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,11:00:00,EL SOCORRO C-13,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5001000,1
02/08/2018 12:00:00 AM,ANTIOQUIA,MURINDÓ,Jueves,20:40:00,EL PORVENIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5475000,1
02/08/2018 12:00:00 AM,ANTIOQUIA,MUTATÁ,Jueves,9:20:00,VDA. PAVARANDOCITO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5480000,1
02/08/2018 12:00:00 AM,ANTIOQUIA,SONSON,Jueves,4:00:00,SANTO TOMAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5756000,1
02/08/2018 12:00:00 AM,ANTIOQUIA,TURBO,Jueves,20:45:00,SANTA FE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5837000,1
02/08/2018 12:00:00 AM,ANTIOQUIA,YARUMAL,Jueves,21:30:00,LA MARCONI,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5887000,1
02/08/2018 12:00:00 AM,ARAUCA,TAME,Jueves,18:20:00,VEREDA EL BOTALON,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,81794000,1
02/08/2018 12:00:00 AM,BOLÍVAR,MARÍA LA BAJA,Jueves,19:20:00,BARRIO CHUM-BUM,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13442000,1
02/08/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Jueves,21:57:00,RUTA 30,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,17001000,1
02/08/2018 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Jueves,16:20:00,VIA MONTERIA-ARBOLETES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,37,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,23001000,1
02/08/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,13:00:00,PUENTE ARANDA E-16,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,FEMENINO,SOLTERO,VENEZUELA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/08/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,21:15:00,TEJAR DEL ONTARIO E-6,URBANA,CARCELES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/08/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,20:42:00,CLASS E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/08/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,13:44:00,LOS SOCHES E-5,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/08/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,23:13:00,CHAPINERO CENTRAL E-2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
02/08/2018 12:00:00 AM,MAGDALENA,CONCORDIA,Jueves,20:30:00,CORREGIMIENTO EL CHENGUE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,47205000,1
02/08/2018 12:00:00 AM,NARIÑO,SAMANIEGO,Jueves,20:00:00,VEREDA EL MOTILON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,28,MASCULINO,UNION LIBRE,COLOMBIA,DELINCUENCIA,-,SECUNDARIA,52678000,1
02/08/2018 12:00:00 AM,NARIÑO,SAMANIEGO,Jueves,20:00:00,VEREDA EL MOTILON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,29,MASCULINO,-,-,DELINCUENCIA,-,-,52678000,1
02/08/2018 12:00:00 AM,QUINDÍO,ARMENIA (CT),Jueves,6:40:00,VILLA LILIANA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,63001000,1
02/08/2018 12:00:00 AM,RISARALDA,PEREIRA (CT),Jueves,19:05:00,ALAMEDA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,66001000,1
02/08/2018 12:00:00 AM,SANTANDER,BARRANCABERMEJA,Jueves,2:01:00,BARRANCABERMEJA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,68081000,1
02/08/2018 12:00:00 AM,SUCRE,SAN ONOFRE,Jueves,8:40:00,CGTO. LABARCE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70713000,1
02/08/2018 12:00:00 AM,VALLE,CALI (CT),Jueves,22:00:00,CHARCO AZUL E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
02/08/2018 12:00:00 AM,VALLE,CALI (CT),Jueves,21:15:00,JULIO RINCON E12,URBANA,CENTRO COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SEPARADO,COLOMBIA,EMPLEADO PUBLICO,DERECHO,SUPERIOR,76001000,1
02/08/2018 12:00:00 AM,VALLE,CALI (CT),Jueves,19:05:00,PASEO DE LOS ALMENDROS E5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
02/08/2018 12:00:00 AM,VALLE,CANDELARIA,Jueves,21:10:00,CGTO VILLAGORGONA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76130000,1
02/08/2018 12:00:00 AM,VALLE,DAGUA,Jueves,12:30:00,Corregimiento Jiguales,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76233000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,CAUCASIA,Viernes,8:00:00,PUERTO NUEVO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5154000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,CIUDAD BOLÍVAR,Viernes,20:10:00,PIO XII,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,5101000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,3:00:00,FLORIDA NUEVA C-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,51,MASCULINO,DIVORCIADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,13:40:00,LAS INDEPENDENCIAS C-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,20:33:00,JESUS NAZARENO C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,5001000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,18:12:00,LA AMERICA C-12,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,TECNOLOGO,5001000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,SAN ROQUE,Viernes,3:45:00,GUACAS ABAJO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5670000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,SEGOVIA,Viernes,17:50:00,MARQUETALIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5736000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,TURBO,Viernes,11:30:00,GAITAN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5837000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,TURBO,Viernes,20:45:00,BRISAS DEL MAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5837000,1
03/08/2018 12:00:00 AM,ANTIOQUIA,VEGACHÍ,Viernes,6:30:00,SIERRA BAJA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,ANALFABETA,5858000,1
03/08/2018 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Viernes,2:00:00,LUIS AUGUSTO CASTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,18753000,1
03/08/2018 12:00:00 AM,CESAR,VALLEDUPAR (CT),Viernes,19:54:00,EL PUPO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,20001000,1
03/08/2018 12:00:00 AM,CÓRDOBA,CERETÉ,Viernes,17:30:00,SAN NICOLAS,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23162000,1
03/08/2018 12:00:00 AM,CÓRDOBA,MONTELÍBANO,Viernes,14:40:00,CGTO MANIZALES,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,23466000,1
03/08/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,21:50:00,ANTONIO JOSE DE SUCRE E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/08/2018 12:00:00 AM,CUNDINAMARCA,SOACHA,Viernes,22:30:00,CAZUCA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,25754000,1
03/08/2018 12:00:00 AM,CUNDINAMARCA,SOACHA,Viernes,3:00:00,LOS OLIVOS III,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25754000,1
03/08/2018 12:00:00 AM,HUILA,TIMANÁ,Viernes,22:30:00,LAS BRISAS,URBANA,FRENTE A DISCOTECAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,41807000,1
03/08/2018 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),Viernes,10:30:00,LA AGUACATERA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47001000,1
03/08/2018 12:00:00 AM,MAGDALENA,ZONA BANANERA,Viernes,22:40:00,CORREGIMIENTO TUCURINCA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47980000,1
03/08/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Viernes,22:00:00,CORREGIMIENTO LA GUAYACANA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,52835000,1
03/08/2018 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,21:00:00,BARRIO LA SEXTA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,-,NO REPORTADO,54001000,1
03/08/2018 12:00:00 AM,NORTE DE SANTANDER,OCAÑA,Viernes,19:30:00,BARRIO ALTOS DEL NORTE,URBANA,ESTABLECIMIENTO PUBLICO,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,54498000,1
03/08/2018 12:00:00 AM,SANTANDER,ALBANIA,Viernes,9:50:00,VRDA EL HATILLO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,68020000,1
03/08/2018 12:00:00 AM,TOLIMA,FLANDES,Viernes,14:00:00,LIBERTADOR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73275000,1
03/08/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,20:30:00,LAGUNA EL PONDAJE E13,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,36,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
03/08/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,22:50:00,JOSE M. MARROQUIN II E14,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,13,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
03/08/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,17:15:00,UNION DE VIVIENDA POPULAR E16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
03/08/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,8:50:00,EL DORADO E10,URBANA,ESTABLECIMIENTO PUBLICO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
03/08/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,20:35:00,INV. LA FLORIDA E13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,1
03/08/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,23:25:00,OBRERO E9,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
03/08/2018 12:00:00 AM,VALLE,GUACARÍ,Viernes,19:50:00,CORR. GUACAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76318000,1
03/08/2018 12:00:00 AM,VALLE,GUADALAJARA DE BUGA,Viernes,19:00:00,JORGE ELIECER GAITAN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76111000,1
04/08/2018 12:00:00 AM,ANTIOQUIA,ANDES,Sábado,23:30:00,LA CEDRONA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,SECUNDARIA,5034000,1
04/08/2018 12:00:00 AM,ANTIOQUIA,CAUCASIA,Sábado,9:20:00,LA MONTAÑA,URBANA,RIOS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5154000,1
04/08/2018 12:00:00 AM,ANTIOQUIA,EBÉJICO,Sábado,21:30:00,HOLANDA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5240000,1
04/08/2018 12:00:00 AM,ANTIOQUIA,JARDÍN,Sábado,12:07:00,LA SELVA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5364000,1
04/08/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Sábado,23:00:00,SAN BERNARDO C-16,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,42,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,1
04/08/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Sábado,21:40:00,LAURELES C-11,URBANA,FRENTE RESTAURANTE,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,48,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERÍA MECANICA,SUPERIOR,5001000,1
04/08/2018 12:00:00 AM,ANTIOQUIA,TARAZÁ,Sábado,14:30:00,LAS AGUITAS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,ANALFABETA,5790000,1
04/08/2018 12:00:00 AM,ANTIOQUIA,TURBO,Sábado,8:45:00,CGTO. EL DOS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,POLICIAS,TECNICO,5837000,1
04/08/2018 12:00:00 AM,ARAUCA,ARAUCA (CT),Sábado,19:10:00,MIRAMAR,URBANA,LOCAL COMERCIAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,67,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,81001000,1
04/08/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Sábado,23:00:00,SANTA MARIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,PASAJERO TAXI,24,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,-,PRIMARIA,8001000,1
04/08/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Sábado,10:10:00,LAS FLOREZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,77,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,8001000,1
04/08/2018 12:00:00 AM,CALDAS,PALESTINA,Sábado,18:55:00,LOS CHORROS,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,17524000,1
04/08/2018 12:00:00 AM,CALDAS,RIOSUCIO,Sábado,20:15:00,EL CARMEN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,65,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,17614000,1
04/08/2018 12:00:00 AM,CASANARE,YOPAL (CT),Sábado,6:36:00,CIUDADELA EL CARMEN,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,85001000,1
04/08/2018 12:00:00 AM,CAUCA,ARGELIA,Sábado,8:30:00,Vda Mirolindo,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19050000,1
